MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,median_house_value
5.930831723286756,14.346989870531205,6.575967026268742,3.593027816311288,3629.3128273422385,2.8682040923334924,38.54306321534056,-123.26824901231998,271645.5375091732
14.285357442943784,13.595918752671992,8.44345863439989,1.689545448420665,3467.686721624326,2.6645604811570163,32.80032569765937,-123.10521617017582,647626.4684598946
11.113912156265373,47.21898360657287,8.081287438321272,4.48957825341926,569.1955734504525,1.8807695625143004,34.42329811453739,-117.4802628607704,465984.2305244038
9.180548020857032,13.726856192324812,3.2311992375501895,3.452464956276966,4620.60478403842,4.03633335050744,39.736793464792505,-119.13059286760752,390442.1401423467
2.7622702864153297,14.86943603256018,3.1939957579317912,1.628815534227817,2885.513790568416,3.3831208025431443,37.286858536788195,-116.09584749680789,18199.516166896166
2.7619205448749384,39.72931138331615,4.145394941959307,4.849352229924827,1882.2550535648527,5.328504961620018,41.27969061787044,-114.83729162656468,153518.09390131
1.3422123764388922,23.93673196497754,4.888597810728298,3.0734618533412825,3807.0390591270025,1.1605479024102912,36.28751408341354,-120.11633122328452,84519.24449316862
13.05955411373656,40.61223840471424,5.267644651267861,1.29159380748662,1361.090746168007,4.219339637775631,40.69812365813923,-118.03589973415353,537942.3050264457
9.216167670276528,4.333674035783647,7.437577734666762,3.507331617660269,3498.19820152697,4.814744392557806,36.48955437478237,-118.9930337220469,451843.5513368441
10.76705237804266,25.8661308773426,2.4534434573266832,2.012795628051241,294.58491710401137,4.797432845941535,41.79248278701985,-114.18389344357567,370605.26810802985
0.7984751672891355,2.7142936093474144,2.277381633808531,4.21477380750921,4213.099384285432,5.4303698354776255,41.59834381398877,-115.68915592643405,149819.17605604115
14.563692856348919,4.195313376223081,5.135284503551272,4.271288294264762,2296.0371504044606,4.64516871414747,35.291367055560805,-114.88262291722647,626664.5295269779
12.570418291606115,47.228310120564956,7.577309537103844,4.915789423418648,3219.7952803539147,5.639050308238481,40.85923670416803,-121.45659912422396,547683.4503263911
3.5789171048350044,8.101513926997352,3.5474827436518606,3.007478124098015,1184.06531705275,2.6632829991044575,40.47611374215649,-116.27473576837406,126310.94415977396
3.136462024502959,28.153454796036073,7.132035850050014,2.8198275189109485,3417.661192026395,3.5160470837577154,34.10680397327563,-121.34526775002351,183899.4312050635
3.1593653928747902,21.965875732636032,4.078625103522396,4.0139024217859225,3883.9773518770553,1.0703983164144533,38.2429040078327,-121.91257466571611,225525.9233975616
4.911512522913297,18.714509639200976,9.08868887050813,1.5298826253677063,2418.744615733554,1.034787936516456,32.726823155898146,-114.55733840344449,329785.9452736144
8.10896825866745,46.8915006300509,9.165519554132931,3.187662055172497,3126.861927902792,2.2006331022575996,40.367107205834614,-123.80695583282133,435290.06313002965
6.763202770310679,2.1129932355499648,4.378297634250612,3.1849904005234038,2335.997026729753,1.5040359856954262,33.74545883503497,-114.3461129633657,340574.5381205219
4.722822532871608,34.853273994955046,3.839950031705924,1.3578924912415489,4481.047709363443,2.3010568396787683,32.70814701385765,-122.50738103011194,191958.63825631555
9.371866973474502,50.13311614489107,5.29043177652985,2.6719363420276543,2539.558984520164,1.885216472641987,36.002190955388116,-115.80561918206732,330204.28027999785
2.5226609794546064,29.568577356553938,3.9242526814411898,4.413139194268808,4224.8626742412125,1.1426001241932413,37.76922138599643,-121.24077446931896,115312.73872098743
4.736097403760663,48.77794556368768,7.379070746333629,4.424614487978641,4026.625085524218,5.546520732030247,40.54916958559771,-120.49297672569273,227052.0576052351
5.81224672775853,3.6651518435872124,8.608517476386284,1.396950659678724,2111.473624606947,1.0411156569444575,41.74242525521736,-121.83242288678015,369182.1899359725
7.113014771147021,22.35845927278223,7.384737047289736,1.3628835309913234,1227.4140101016276,4.680410721685427,36.394925125698634,-118.1448595751892,362658.2538053781
